paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,The hallucination problem of Large Language Models (LLMs) significantly limits t,3,0.023731887340545654,-0.006935596466064453,1.0,0.32782555061703605,0.39484439400278853,1.0,0.047761599998921156,0.375,0.04006326666179424
2,Resume screening is perceived as a particularly suitable task for LLMs given the,7,0.0018674135208129883,-0.004874885082244873,0.8928571428571429,0.30151485839892217,0.3981280333469068,1.0,0.058439599990379065,0.5,0.06669829999251913
3,"If we use LLMs as judges to evaluate the complex decisions of other LLMs, who...",2,0.0735321044921875,0.010199904441833496,0.9999999999999999,0.41512431861072285,0.42757181333357613,0.9999999999999999,0.04008169996086508,0.375,0.035279966657981277
4,Large language models (LLMs) are transforming human-computer interaction and con,3,0.05499380826950073,0.0005944967269897461,1.0,0.396427503899994,0.44845330441279857,1.0,0.04549299995414913,0.375,0.042636199990132205
5,The rapid growth and popularity of large language model (LLM) app stores have cr,4,0.06266641616821289,-0.022564351558685303,1.0,0.3132272320310941,0.39069421362757556,1.0,0.06252909998875111,0.390625,0.043839433327472456
6,Autonomous agents powered by large language models (LLMs) enable novel use cases,7,0.025381505489349365,-0.026172101497650146,0.9642857142857145,0.2676782690136968,0.35714218262851727,1.0,0.07168589998036623,0.578125,0.06389336666325107
7,Large Language Models (LLMs) have shown promise in the autonomous driving sector,7,0.014133274555206299,-0.0288122296333313,0.9642857142857145,0.23202299625555178,0.3439505880787683,1.0,0.07404510001651943,0.609375,0.07143263336426268
8,Large language models (LLMs) can label data faster and cheaper than humans for v,4,0.03383803367614746,-0.021623075008392334,1.0,0.3559515471822445,0.4137400316381898,1.0,0.04963269998552278,0.375,0.04838529999445503
9,Difficult decision-making problems abound in various disciplines and domains. Th,4,0.004891932010650635,0.011471331119537354,1.0,0.44562318568319853,0.49213782687966795,1.0,0.055944700026884675,0.375,0.05246226666107153
10,Recent development in large language models (LLMs) has demonstrated impressive d,4,0.0018836259841918945,-0.008257687091827393,1.0,0.4250026421455919,0.5041107979263815,1.0,0.05469209997681901,0.484375,0.04845363332424313
11,While large language models (LLMs) have shown remarkable capability to generate ,5,0.04238766431808472,-0.011454463005065918,0.8999999999999998,0.30019337434940596,0.38685943463246614,0.9999999999999999,0.0671779999975115,0.5,0.06238346667184184
12,Large language models (LLMs) are being used in data science code generation task,4,0.026467561721801758,-0.007636308670043945,1.0,0.22394475983404571,0.37561206863739055,1.0,0.05506340001011267,0.390625,0.044123599984838315
13,Web browsing agents powered by large language models (LLMs) have shown tremendou,7,0.0035341978073120117,-0.010907292366027832,0.9642857142857145,0.3493103244219903,0.4241716095020806,1.0,0.09296879998873919,0.75,0.08190349999737616
14,Effective feedback is essential for fostering students' success in scientific in,4,0.01131516695022583,0.03176116943359375,0.7999999999999999,0.4674037026369243,0.5182935514092107,1.0,0.050467199995182455,0.34375,0.0444732333223025
15,LLM test-time compute (or LLM inference) via search has emerged as a promising r,2,0.05573153495788574,-0.017770230770111084,0.9999999999999999,0.6262801325778581,0.6418749776550083,0.9999999999999999,0.04572250001365319,0.34375,0.04289013331678385
