paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,The hallucination problem of Large Language Models (LLMs) significantly limits t,3,0.023731887340545654,-0.006935596466064453,1.0,0.23089733589275463,0.23823917163199138,1.0,0.18811559997266158,1.5,0.16376739998425668
2,Resume screening is perceived as a particularly suitable task for LLMs given the,7,0.0018674135208129883,-0.004874885082244873,0.9642857142857145,0.11360051552576027,0.126485298781418,1.0,2.448667299991939,19.3125,2.3751375333134397
3,"If we use LLMs as judges to evaluate the complex decisions of other LLMs, who...",2,0.0735321044921875,0.010199904441833496,0.9999999999999999,0.3465177894675775,0.3499943587736175,0.9999999999999999,0.10778089996892959,0.875,0.09825949999503791
4,Large language models (LLMs) are transforming human-computer interaction and con,3,0.05499380826950073,0.0005944967269897461,1.0,0.27528378453054725,0.3017966469119569,1.0,0.19579830003203824,1.484375,0.18588870001258329
5,The rapid growth and popularity of large language model (LLM) app stores have cr,4,0.06266641616821289,-0.022564351558685303,1.0,0.238344937228261,0.26565830824917164,1.0,0.35283450002316386,2.84375,0.34988016666223604
6,Autonomous agents powered by large language models (LLMs) enable novel use cases,7,0.025381505489349365,-0.026172101497650146,1.0,0.14179536280980232,0.18044220965922791,1.0,2.052546999999322,16.21875,2.0136524999979883
7,Large Language Models (LLMs) have shown promise in the autonomous driving sector,7,0.014133274555206299,-0.0288122296333313,0.8571428571428573,0.16679883112566093,0.19015506886533887,1.0,2.5642142000142485,20.40625,2.5668209333283207
8,Large language models (LLMs) can label data faster and cheaper than humans for v,4,0.03383803367614746,-0.021623075008392334,1.0,0.22946129451020075,0.24617171397641618,1.0,0.35937050002394244,2.859375,0.35336336666174856
9,Difficult decision-making problems abound in various disciplines and domains. Th,4,0.004891932010650635,0.011471331119537354,0.7999999999999999,0.06550477184523723,0.09363400485960341,1.0,0.4114026000024751,3.25,0.4328770333280166
10,Recent development in large language models (LLMs) has demonstrated impressive d,4,0.0018836259841918945,-0.008257687091827393,1.0,0.16981582429401215,0.17843280390380142,1.0,0.36591749999206513,3.09375,0.37112209998304024
11,While large language models (LLMs) have shown remarkable capability to generate ,5,0.04238766431808472,-0.011454463005065918,0.9999999999999999,0.2167577631734164,0.252195020352825,0.9999999999999999,1.0095262000104412,8.015625,0.9178528666573887
12,Large language models (LLMs) are being used in data science code generation task,4,0.026467561721801758,-0.007636308670043945,0.7999999999999999,0.2195248407600171,0.26156548066889374,1.0,0.3820647000102326,3.125,0.42123133334098384
13,Web browsing agents powered by large language models (LLMs) have shown tremendou,7,0.0035341978073120117,-0.010907292366027832,0.8928571428571429,0.10802773944516877,0.12489330315263225,1.0,2.760155699972529,22.171875,2.9322764000001675
14,Effective feedback is essential for fostering students' success in scientific in,4,0.033877432346343994,0.056871652603149414,1.0,0.1628914496220744,0.17282184739144535,1.0,0.41100570000708103,3.234375,0.3553736333269626
15,LLM test-time compute (or LLM inference) via search has emerged as a promising r,2,0.05573153495788574,-0.017770230770111084,0.9999999999999999,0.46324911713600153,0.5125622984923868,0.9999999999999999,0.1289827000000514,1.0,0.11503696668660268
16,"Background: There is great interest in agentic LLMs, large language models that ",4,0.02455580234527588,-0.010072529315948486,1.0,0.19509966555427058,0.21820105505368445,1.0,0.41001769999274984,3.234375,0.3764651333525156
17,Although instruction-tuned large language models (LLMs) have exhibited remarkabl,2,0.07749927043914795,-0.011921525001525879,0.9999999999999999,0.45528960227966303,0.46463511329691176,0.9999999999999999,0.10297950002131984,0.875,0.09942373334585379
18,"We study how to watermark LLM outputs, i.e. embedding algorithmically detectable",8,0.004529356956481934,-0.0058397650718688965,0.9285714285714287,0.0939197866417511,0.11150260202373748,1.0,3.629403099999763,28.84375,3.5793623333253586
19,"Modern IR systems are increasingly tasked with answering complex, multi-faceted ",4,0.004112124443054199,-0.02389383316040039,1.0,0.3136487668817186,0.32512767334280135,1.0,0.4561820999952033,3.734375,0.4702021666841271
20,Codebooks -- documents that operationalize concepts and outline annotation proce,5,-0.004336297512054443,-0.009512662887573242,0.6,0.14676789935201745,0.19368692357642772,0.9999999999999999,1.0139786999789067,8.046875,1.0098949333381217
21,"LLM ensembles are widely used for LLM judges. However, how to estimate their acc",4,0.008391022682189941,0.06141692399978638,0.39999999999999997,0.10188920630390358,0.16984449265899892,1.0,0.47100329998647794,3.78125,0.4917617666651495
22,Rapid advancements in large language models (LLMs) have the potential to assist ,4,0.06467807292938232,-0.021932125091552734,1.0,0.24371484067318347,0.2798681073661559,1.0,0.4211187000037171,3.34375,0.4159212666757715
23,"Large language models (LLMs) perform strongly on biological benchmarks, raising ",6,0.03760027885437012,-0.016938328742980957,0.8285714285714287,0.15973612126583742,0.2017872729932985,1.0,1.2614709999761544,10.09375,1.2656463333405554
24,This paper shifts focus to the often-overlooked input embeddings - the initial r,5,0.011085212230682373,-0.00927114486694336,0.9999999999999999,0.1619596851678487,0.18386135289088895,0.9999999999999999,0.7258417999837548,5.859375,0.7182751333263392
25,Standard simulations of the Iterated Prisoners Dilemma (IPD) operate in determin,3,0.03229057788848877,0.003113687038421631,1.0,0.229664704679886,0.27282991568866877,1.0,0.27803340001264587,2.25,0.269941766668732
26,Large Language Models (LLMs) are increasingly used in decision-making scenarios ,3,0.03749889135360718,-0.016688048839569092,1.0,0.29431754326818743,0.2998560987221995,1.0,0.17964740004390478,1.5,0.18757936666952446
27,"Large Language Models (LLMs), such as the GPT series, have driven significant in",5,0.04371285438537598,0.005080163478851318,0.9999999999999999,0.1912166536536765,0.2276785467772468,0.9999999999999999,0.6913524999981746,5.609375,0.7247016999948149
28,Large language models (LLMs) have achieved remarkable success in natural languag,4,0.05481517314910889,-0.016833901405334473,0.7999999999999999,0.24843850373743295,0.2801665242328843,1.0,0.3809748000348918,3.125,0.41002366666604456
29,One critical challenge in the institutional adoption journey of Large Language M,3,0.03146779537200928,-0.023401260375976562,1.0,0.2899533833588364,0.3042227601704768,1.0,0.18798079999396577,1.484375,0.1881099000068692
30,"Recently, Large Language Models (LLMs) have made significant advancements and ar",4,0.03333139419555664,-0.014933466911315918,0.7999999999999999,0.21056127347973544,0.24026465995258572,1.0,0.36691029998473823,2.875,0.3589395333547145
31,Large language models (LLMs) have shown great potential in natural language proc,3,0.039803385734558105,-0.017052173614501953,1.0,0.3024447870869917,0.3093248036220698,1.0,0.16069160000188276,1.25,0.16189283334339657
32,Large Language Model (LLM) based coding tools have been tremendously successful ,4,0.0072917938232421875,0.008441805839538574,0.7999999999999999,0.1308222155021236,0.1488037672092264,1.0,0.32997829996747896,2.625,0.33462059998419136
33,"Despite the rapid advancement of LLM-based agents, the reliable evaluation of th",5,0.008174717426300049,-0.009070932865142822,0.8999999999999998,0.14097922353335748,0.174232277348921,0.9999999999999999,1.0656476999865845,8.484375,1.0644380333445345
34,Wav2Prompt is proposed which allows straightforward integration between spoken i,6,0.015153586864471436,-0.031379640102386475,0.942857142857143,0.15874666476259958,0.18204374111212684,1.0,2.01455259998329,16.234375,2.0373714999877848
35,This paper introduces a vision of confidential prompting: securing user prompts ,6,0.061889708042144775,-0.020572543144226074,1.0,0.2021646671437963,0.2601864691877402,1.0,1.6088009999948554,12.8125,1.5666576666602243
36,Research on emergency and mass casualty incident (MCI) triage has been limited b,3,0.034525275230407715,-0.00015479326248168945,1.0,0.19807480932711527,0.23681524660347583,1.0,0.19907799997599795,1.609375,0.2010827999911271
37,Large language models (LLMs) have shown potential as general evaluators along wi,4,0.04711651802062988,-0.02986389398574829,1.0,0.27363252924789633,0.3056129121911263,1.0,0.34642700001131743,2.75,0.3549295666549976
38,[Abridged abstract] Large Language Models (LLMs) can solve some undergraduate-le,5,0.05327385663986206,-0.0032715201377868652,0.9999999999999999,0.1781512059467071,0.22015901236538596,0.9999999999999999,0.8134225999820046,6.4375,0.7840838000023117
39,"This position paper argues that in many realistic (i.e., complex, contextualized",5,0.0015752911567687988,0.020329833030700684,0.9999999999999999,0.1056054838552785,0.1325001619927258,0.9999999999999999,0.6940604000119492,5.484375,0.6601936666605374
40,Watermarking approaches are proposed to identify if text being circulated is hum,4,0.005359530448913574,-0.013666749000549316,1.0,0.17343230963383305,0.1790294825508469,1.0,0.30228440003702417,2.4375,0.33003453332154703
41,"Phishing websites remain a major cybersecurity threat, exploiting deceptive stru",3,0.00965970754623413,0.0019888877868652344,1.0,0.1919198853883031,0.22702603919026643,1.0,0.16594929998973384,1.328125,0.16159529999519387
42,"LLMs hallucinate, yet some confabulations can have social affordances if careful",3,0.03994894027709961,0.014343976974487305,1.0,0.2094421954816764,0.22142514935237537,1.0,0.2164420000044629,1.75,0.23027473334999135
43,"Generative AI, including large language models (LLMs) have the potential -- and ",7,0.06000804901123047,-0.026330649852752686,1.0,0.1577106547665186,0.21900402891319737,1.0,1.8771243999945,14.9375,1.9001234666793607
44,Large language models (LLMs) have demonstrated remarkable performance and tremen,3,0.0570339560508728,-0.008217871189117432,1.0,0.2736229184887535,0.29625274538534535,1.0,0.20513950003078207,1.671875,0.19852279997818792
