paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,An Energy Efficient Multichannel MAC Protocol for Cognitive Radio Ad Hoc   Netwo,8,0.01712554693222046,-0.028873443603515625,0.4047619047619048,0.45396266399878166,0.5298607534757153,1.0,18.02039970003534,140.6875,15.641635600011796
2,Light amplification by stimulated emission from an optically pumped   molecular ,8,0.03326183557510376,-0.048645734786987305,0.7380952380952381,0.2050858340329973,0.31650709600074695,1.0,16.281837399990764,129.5,17.21263869999287
3,Exact Thermodynamics of a Polymer Confined to a Lattice of Finite Size,10,0.019793450832366943,-0.030586600303649902,0.49090909090909085,0.20760739849086604,0.3047840002311996,0.9999999999999999,14.302556700014975,113.703125,14.096548200002871
5,Coherent Nonlinear Single Molecule Microscopy,4,0.036807119846343994,-0.039328157901763916,0.39999999999999997,0.4873656040390331,0.5098575770033696,1.0,1.4552988999639638,11.6875,1.409025499985243
6,Sparse Difference Resultant,6,-0.0034688711166381836,-0.0192144513130188,0.48571428571428577,0.5162848261698342,0.5879773569202117,1.0,4.583877100027166,36.296875,4.588517866660065
7,Detector configuration of KAGRA - the Japanese cryogenic   gravitational-wave de,5,0.0158270001411438,0.004296422004699707,0.6,0.46153602909197167,0.509114196359666,0.9999999999999999,2.362553899991326,18.671875,2.285262200011251
8,"Thermal conductivity of MgO, MgSiO3 perovskite and post-perovskite in   the Eart",7,-0.004333853721618652,-0.007911205291748047,0.7142857142857144,0.3821218754094411,0.48911933041469763,1.0,16.019935499993153,127.546875,15.640638033335563
9,Weighted Logics for Nested Words and Algebraic Formal Power Series,6,0.010657012462615967,-0.0034528374671936035,0.6571428571428573,0.2525124890895511,0.3777635569470564,1.0,3.5694780999911018,28.265625,3.707166566668699
10,"Dual electromagnetism: Helicity, spin, momentum, and angular momentum",10,0.0006802678108215332,0.017043232917785645,0.5515151515151515,0.30130319568828745,0.4661082999016282,0.9999999999999999,20.62410080002155,164.40625,21.42050860003413
11,The asymptotic behavior of Grassmannian codes,4,0.019583284854888916,-0.009517550468444824,0.7999999999999999,0.22832815302698678,0.37703334120710014,1.0,1.7657462999923155,14.109375,1.7200547000199247
12,Polarization and spatial coherence of electromagnetic waves in   uncorrelated di,5,0.013164043426513672,-0.02059781551361084,0.7,0.25926226165138344,0.3706430883109396,0.9999999999999999,2.8025589999742806,22.203125,2.7620148333371617
13,Polymer heat transport enhancement in thermal convection: the case of   Rayleigh,4,0.014077067375183105,-0.012543976306915283,1.0,0.40820162403953586,0.45217200625598103,1.0,1.2815013999934308,10.015625,1.2262201333457294
14,Two kinds of Phase transitions in a Voting model,8,0.0026827454566955566,0.05192822217941284,-0.19047619047619052,0.2994415775400383,0.4005319702311926,1.0,8.854342399979942,70.609375,8.785720499989111
15,Variations of the Lifshitz-van der Waals force between metals immersed   in liqu,3,0.033467650413513184,-0.011362075805664062,0.5,0.4873058005987598,0.57440369830856,1.0,0.8149130000383593,6.484375,0.7717748666570211
16,Inversive Meadows and Divisive Meadows,9,0.0022936463356018066,-0.007325708866119385,0.3666666666666667,0.38698315812466944,0.46849879061935373,1.0,16.679692600038834,133.0625,16.740478500005946
17,Top-Down Mass Spectrometry Imaging of Intact Proteins by LAESI FT-ICR MS,8,0.015278100967407227,-0.0403406023979187,0.9285714285714287,0.23877294237903623,0.4005676437181444,1.0,16.87330809998093,134.453125,17.12553393334383
18,Analysis of Non-Persistent CSMA Protocols with Exponential Backoff   Scheduling,9,0.04546189308166504,-0.06830042600631714,0.3666666666666667,0.16063191189126175,0.2883983537288617,1.0,16.685207800008357,132.8125,17.733518033327226
19,The Parameterised Complexity of Counting Connected Subgraphs and Graph   Motifs,4,0.0060773491859436035,-0.004282712936401367,0.7999999999999999,0.2827542884582042,0.3950385207233739,1.0,2.168016000010539,17.1875,2.0845982333218367
20,A family of statistical symmetric divergences based on Jensen's   inequality,5,0.022428393363952637,-0.008741319179534912,0.8999999999999998,0.17902386610305407,0.348382597479916,0.9999999999999999,1.8248612999450415,14.453125,1.8892404999933206
21,Queuing Methodology Based Power Efficient Routing Protocol for Reliable   Data C,7,0.010249972343444824,0.021060466766357422,0.3571428571428572,0.22035913946362015,0.34495138451427554,1.0,9.434924100001808,75.109375,10.099045966654861
22,"Operation of a Thick Gas Electron Multiplier (THGEM) in Ar, Xe and Ar-Xe",4,0.03285592794418335,-0.025167644023895264,0.19999999999999998,0.42268085475010436,0.45793285491691055,1.0,1.9526742000016384,15.4375,1.8751790333384026
23,Hydrodynamic simulations of H entrainment at the top of He-shell flash   convect,12,0.006573736667633057,-0.0313948392868042,0.3642737635359401,0.16433715137671945,0.2941422940881341,1.0,24.98805159999756,198.578125,24.974346933323734
24,Towards Automated Deduction in Blackmail Case Analysis with Forensic   Lucid,4,0.025918304920196533,-0.03791743516921997,0.7999999999999999,0.30625763854281973,0.4089878141946159,1.0,1.9490672000101767,15.46875,1.9611767666841236
25,Real-time phasefront detector for heterodyne interferometers,4,0.025376617908477783,0.028516292572021484,0.7999999999999999,0.34201010528195397,0.4452128752644245,1.0,1.2320634999778122,9.734375,1.1466048666625284
26,A new parametrizable model of molecular electronic structure,6,0.0036353468894958496,-0.028152644634246826,0.3142857142857143,0.23551486823635928,0.356006863146494,1.0,8.570764800009783,68.140625,8.410288633332433
27,Formation of Cystine Slipknots in Dimeric Proteins,7,0.01058870553970337,0.06639760732650757,0.6785714285714287,0.23351370062619584,0.34705816819379304,1.0,7.486181300017051,59.46875,7.9599020666598035
28,On the reachability and observability of path and cycle graphs,4,0.003320932388305664,0.009765028953552246,0.7999999999999999,0.47882764764900526,0.5202234595042251,1.0,1.9672191999852657,15.734375,1.9622832333358626
29,On the Cover-Hart Inequality: What's a Sample of Size One Worth?,7,0.011806190013885498,0.013651549816131592,0.3214285714285715,0.4739591452508057,0.5612614562634618,1.0,7.752088999957778,61.5625,7.654810066664747
30,Improved primary vertex finding for collider detectors,2,0.07355326414108276,-0.05698591470718384,0.9999999999999999,0.4444292672628203,0.4454907436295641,0.9999999999999999,0.26716549997217953,2.109375,0.2462832666739511
