paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,An Energy Efficient Multichannel MAC Protocol for Cognitive Radio Ad Hoc   Netwo,8,0.01712554693222046,-0.028873443603515625,1.0,0.2545453369809281,0.3772590865177414,1.0,0.0848286000546068,0.671875,0.07765446667326614
2,Light amplification by stimulated emission from an optically pumped   molecular ,8,0.03326183557510376,-0.048645734786987305,0.9761904761904763,0.26368792391634593,0.3525572506179807,1.0,0.08704649994615465,0.65625,0.06919000000925735
3,Exact Thermodynamics of a Polymer Confined to a Lattice of Finite Size,10,0.019793450832366943,-0.030586600303649902,0.7818181818181817,0.3486940128785612,0.4374076509199816,0.9999999999999999,0.1418857999960892,1.125,0.12789093332442766
5,Coherent Nonlinear Single Molecule Microscopy,4,0.036807119846343994,-0.039328157901763916,1.0,0.3302181180640835,0.42323966778784927,1.0,0.044967399968300015,0.375,0.040981733337199934
6,Sparse Difference Resultant,6,0.0008819103240966797,-0.03712821006774902,1.0,0.38305814751101575,0.4624751675468375,1.0,0.06330270000034943,0.5,0.056478000013157725
7,Detector configuration of KAGRA - the Japanese cryogenic   gravitational-wave de,5,0.0158270001411438,0.004296422004699707,0.8999999999999998,0.4033931704718777,0.49978451645356115,0.9999999999999999,0.05556710000382736,0.4375,0.050200333333729454
8,"Thermal conductivity of MgO, MgSiO3 perovskite and post-perovskite in   the Eart",7,-0.0009590387344360352,-0.023559212684631348,1.0,0.4056462113934075,0.47537884979517253,1.0,0.09210990002611652,0.75,0.08549216667112584
9,Weighted Logics for Nested Words and Algebraic Formal Power Series,6,0.010657012462615967,-0.0034528374671936035,1.0,0.4124239131944669,0.5066550587633497,1.0,0.04762029997073114,0.375,0.04735006665578112
10,"Dual electromagnetism: Helicity, spin, momentum, and angular momentum",10,0.0006802678108215332,0.017043232917785645,0.6969696969696969,0.40558458188269364,0.4671758974205212,0.9999999999999999,0.17591960000572726,1.5,0.1701410000290101
11,The asymptotic behavior of Grassmannian codes,4,0.019583284854888916,-0.009517550468444824,0.7999999999999999,0.38603971021003536,0.4645842702351663,1.0,0.06757279997691512,0.515625,0.04487440001685172
