paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,An Energy Efficient Multichannel MAC Protocol for Cognitive Radio Ad Hoc   Netwo,8,0.01712554693222046,-0.028873443603515625,0.9761904761904763,0.13011020058758324,0.15476232775750035,1.0,4.228349999990314,33.8125,3.7231744999880902
2,Light amplification by stimulated emission from an optically pumped   molecular ,8,0.03326183557510376,-0.048645734786987305,1.0,0.14042481091897185,0.1764398981521274,1.0,3.5075035000336356,28.046875,3.929667266648418
3,Exact Thermodynamics of a Polymer Confined to a Lattice of Finite Size,10,0.019793450832366943,-0.030586600303649902,0.9515151515151514,0.13532232692768345,0.17456512662388768,0.9999999999999999,2.7565625999704935,22.015625,2.685914733330719
5,Coherent Nonlinear Single Molecule Microscopy,4,0.036807119846343994,-0.039328157901763916,1.0,0.30768725009829734,0.322640387468709,1.0,0.3741268999874592,2.96875,0.3613633333200899
6,Sparse Difference Resultant,6,0.0008819103240966797,-0.03712821006774902,0.942857142857143,0.22394828470217085,0.267887716658158,1.0,1.2662687999545597,10.046875,1.2181542666706566
7,Detector configuration of KAGRA - the Japanese cryogenic   gravitational-wave de,5,0.028584420680999756,0.005136013031005859,0.9999999999999999,0.19456070480073945,0.1995169951658196,0.9999999999999999,0.6480140000348911,5.125,0.6440809000050649
8,"Thermal conductivity of MgO, MgSiO3 perovskite and post-perovskite in   the Eart",7,-0.0009590387344360352,-0.023559212684631348,0.8571428571428573,0.12374488783909629,0.13964191961669797,1.0,4.103031000006013,32.734375,3.9817774999925555
9,Weighted Logics for Nested Words and Algebraic Formal Power Series,6,0.010657012462615967,-0.0034528374671936035,0.942857142857143,0.1875089633941108,0.1956624016301845,1.0,0.9786856999853626,7.890625,1.02168403333053
10,"Dual electromagnetism: Helicity, spin, momentum, and angular momentum",10,0.004549205303192139,0.0072092413902282715,0.8303030303030302,0.10858298183696684,0.12306866194802557,0.9999999999999999,4.248609500005841,33.96875,3.9704222333384678
11,The asymptotic behavior of Grassmannian codes,4,0.019583284854888916,-0.009517550468444824,1.0,0.24570648112025661,0.28084875473783755,1.0,0.41606410004897043,3.25,0.4073945999844
12,Polarization and spatial coherence of electromagnetic waves in   uncorrelated di,5,0.013164043426513672,-0.02059781551361084,0.9999999999999999,0.17527146650213132,0.20727516401007373,0.9999999999999999,0.6707371999509633,5.34375,0.6491969666676596
13,Polymer heat transport enhancement in thermal convection: the case of   Rayleigh,4,0.014077067375183105,-0.012543976306915283,1.0,0.17659257551022942,0.20875629262742493,1.0,0.25932189996819943,2.046875,0.23539929998029643
14,Two kinds of Phase transitions in a Voting model,8,0.008987963199615479,0.018436849117279053,0.8333333333333335,0.09994581913781335,0.12541737162294345,1.0,2.098491499957163,16.609375,2.096599733340554
15,Variations of the Lifshitz-van der Waals force between metals immersed   in liqu,3,0.033467650413513184,-0.011362075805664062,1.0,0.29268562386439345,0.30127378880074324,1.0,0.21489060000749305,1.734375,0.2211997666551421
16,Inversive Meadows and Divisive Meadows,9,0.0010360479354858398,-0.04799365997314453,0.9833333333333333,0.1351445866316535,0.17453285921492023,1.0,4.246131499996409,33.921875,3.848696266669625
17,Top-Down Mass Spectrometry Imaging of Intact Proteins by LAESI FT-ICR MS,8,0.015278100967407227,-0.0403406023979187,0.9761904761904763,0.12113235844745388,0.13876660227847826,1.0,3.734324299963191,29.84375,3.8238727999851108
18,Analysis of Non-Persistent CSMA Protocols with Exponential Backoff   Scheduling,9,0.04546189308166504,-0.06830042600631714,1.0,0.16374122489199713,0.18849817635036428,1.0,3.6672058000112884,29.21875,4.063608133331097
19,The Parameterised Complexity of Counting Connected Subgraphs and Graph   Motifs,4,0.01645725965499878,-0.006706893444061279,1.0,0.23610409597555793,0.2778637799381742,1.0,0.523526499979198,4.25,0.5350388999989567
20,A family of statistical symmetric divergences based on Jensen's   inequality,5,0.022428393363952637,-0.008741319179534912,0.9999999999999999,0.15505746842564028,0.18794273291484023,0.9999999999999999,0.5330115000251681,4.234375,0.5260938666760921
21,Queuing Methodology Based Power Efficient Routing Protocol for Reliable   Data C,7,0.027271032333374023,0.00013750791549682617,0.8571428571428573,0.17503208555624852,0.18901843370268,1.0,2.302303700009361,18.296875,2.2904217333416454
22,"Operation of a Thick Gas Electron Multiplier (THGEM) in Ar, Xe and Ar-Xe",4,0.03285592794418335,-0.025167644023895264,1.0,0.27635081318266635,0.3052838643115653,1.0,0.454802300024312,3.578125,0.41668003335750353
23,Hydrodynamic simulations of H entrainment at the top of He-shell flash   convect,12,0.006573736667633057,-0.0313948392868042,0.8056054385890983,0.05194838895296922,0.06477581406410067,1.0,4.568667199986521,36.5625,4.677857466662924
24,Towards Automated Deduction in Blackmail Case Analysis with Forensic   Lucid,4,0.025918304920196533,-0.03791743516921997,1.0,0.3001952889361754,0.30682054680610077,1.0,0.5274152000201866,4.078125,0.5152301666870093
25,Real-time phasefront detector for heterodyne interferometers,4,0.03253549337387085,0.008433997631072998,1.0,0.2056474221310629,0.21072190368601645,1.0,0.3273451999993995,2.609375,0.3124434999966373
26,A new parametrizable model of molecular electronic structure,6,0.0036353468894958496,-0.028152644634246826,0.942857142857143,0.1708425617818543,0.1808461019441553,1.0,2.577663400035817,20.546875,2.3158121666832208
27,Formation of Cystine Slipknots in Dimeric Proteins,7,0.01058870553970337,0.06639760732650757,0.9285714285714288,0.11831801418818656,0.12714111226747132,1.0,1.979990599968005,15.765625,1.9613269333300802
28,On the reachability and observability of path and cycle graphs,4,0.003320932388305664,0.009765028953552246,0.7999999999999999,0.18265535663067373,0.23002414797800183,1.0,0.6208643999998458,4.984375,0.630839933330814
29,On the Cover-Hart Inequality: What's a Sample of Size One Worth?,7,0.011806190013885498,0.013651549816131592,0.8571428571428573,0.09246463199925949,0.11242729048054906,1.0,1.7749909000121988,14.1875,1.7776523333547327
30,Improved primary vertex finding for collider detectors,2,0.07355326414108276,-0.05698591470718384,0.9999999999999999,0.4347304105758667,0.5881263641547727,0.9999999999999999,0.10118499997770414,0.875,0.08547449998635177
