paper_idx,title,n_sentences,comp,suff,rank,mae,rmse,stab,time,cpu_time,repeat_time
1,An Energy Efficient Multichannel MAC Protocol for Cognitive Radio Ad Hoc   Netwo,8,0.01712554693222046,-0.028873443603515625,0.9285714285714287,0.130971395555613,0.1572380259915776,1.0,4.276233799988404,34.34375,3.8923123000034443
2,Light amplification by stimulated emission from an optically pumped   molecular ,8,0.03326183557510376,-0.048645734786987305,0.9523809523809524,0.14485915042133715,0.1797442539459063,1.0,3.548418699996546,28.34375,3.9876060333141745
3,Exact Thermodynamics of a Polymer Confined to a Lattice of Finite Size,10,0.019793450832366943,-0.030586600303649902,0.8424242424242423,0.144312490823319,0.17724776799833217,0.9999999999999999,2.6330778000410646,21.328125,2.4122988000162877
5,Coherent Nonlinear Single Molecule Microscopy,4,0.036807119846343994,-0.039328157901763916,1.0,0.30118767171323624,0.3266565551388234,1.0,0.347239599970635,2.75,0.32807890001762036
6,Sparse Difference Resultant,6,0.0008819103240966797,-0.03712821006774902,0.942857142857143,0.2221711062481139,0.2660276919330297,1.0,1.1444428999675438,9.046875,1.1392061999843766
7,Detector configuration of KAGRA - the Japanese cryogenic   gravitational-wave de,5,0.028584420680999756,0.005136013031005859,0.9999999999999999,0.19187785899886284,0.19667961986855134,0.9999999999999999,0.5530806000460871,4.3125,0.5841255000171562
8,"Thermal conductivity of MgO, MgSiO3 perovskite and post-perovskite in   the Eart",7,-0.0009590387344360352,-0.023559212684631348,0.8571428571428573,0.1223829749911285,0.13846010846098789,1.0,3.9168187000323087,31.3125,3.7518961999836997
9,Weighted Logics for Nested Words and Algebraic Formal Power Series,6,0.010657012462615967,-0.0034528374671936035,1.0,0.18552205099606348,0.1930479964647589,1.0,0.9616317999898456,7.765625,0.9905450666750161
10,"Dual electromagnetism: Helicity, spin, momentum, and angular momentum",10,0.004549205303192139,0.0072092413902282715,0.7575757575757575,0.12162533590864855,0.1354373690194441,0.9999999999999999,4.050199399993289,32.34375,4.020476333331317
11,The asymptotic behavior of Grassmannian codes,4,0.019583284854888916,-0.009517550468444824,1.0,0.24766047551753384,0.2830818523915891,1.0,0.42191050003748387,3.359375,0.4450805666856468
12,Polarization and spatial coherence of electromagnetic waves in   uncorrelated di,5,0.013164043426513672,-0.02059781551361084,0.9999999999999999,0.1671378744201253,0.20442260808736257,0.9999999999999999,0.7290460999938659,5.921875,0.6776221333420835
13,Polymer heat transport enhancement in thermal convection: the case of   Rayleigh,4,0.014077067375183105,-0.012543976306915283,1.0,0.16418583659205618,0.20037997710364666,1.0,0.2513509000418708,2.109375,0.24373476667096838
14,Two kinds of Phase transitions in a Voting model,8,0.008987963199615479,0.018436849117279053,0.8333333333333335,0.10575539283384253,0.1296291763158939,1.0,2.068419300019741,16.546875,2.037502033325533
15,Variations of the Lifshitz-van der Waals force between metals immersed   in liqu,3,0.033467650413513184,-0.011362075805664062,1.0,0.25955592352666573,0.2781690439813914,1.0,0.21895810001296923,1.734375,0.20119106664787978
16,Inversive Meadows and Divisive Meadows,9,0.0010360479354858398,-0.04799365997314453,0.9500000000000001,0.13167597987389104,0.17159943550070086,1.0,4.047368799976539,32.375,3.7918782333338945
17,Top-Down Mass Spectrometry Imaging of Intact Proteins by LAESI FT-ICR MS,8,0.015278100967407227,-0.0403406023979187,0.9761904761904763,0.12499172736971476,0.14160826488734635,1.0,3.8145809000125155,30.421875,3.6002016666849763
18,Analysis of Non-Persistent CSMA Protocols with Exponential Backoff   Scheduling,9,0.04546189308166504,-0.06830042600631714,1.0,0.1660783347616874,0.18900410604364432,1.0,3.7205992999952286,29.859375,4.025010466672636
19,The Parameterised Complexity of Counting Connected Subgraphs and Graph   Motifs,4,0.01645725965499878,-0.006706893444061279,1.0,0.23610409597555793,0.2768358118119887,1.0,0.5549080999917351,4.484375,0.49979680000493926
20,A family of statistical symmetric divergences based on Jensen's   inequality,5,0.022428393363952637,-0.008741319179534912,0.9999999999999999,0.14222320842187855,0.17411996483979986,0.9999999999999999,0.511671699990984,4.125,0.5070706666641248
